Texte|Classe
déjà conduire pression inquiétant site Versailles vallée Bièvre chevreuse forêt rambouillet .|Negative
"Montreuil bagnolet caractère : activité artisanat petit industrie établissement mêler habitat conduire création "" secteur mixte "" important qualité médiocre point vue urbanisme ."|Negative
"réalisation devoir contrôler vouloir compromettre essaimage construction isoler site ensemble touristique régional : trouveront place "" zone transition "" ."|Negative
résulter construction nouveau souvent harmonie caractère ville .|Negative
demeurer exemple Washington montrer New York problème agglomération parisien croissance resteraient inchangé mutilation fonction modifierait choix aménagement schéma directeur .|Negative
élément risque glissement étirement prononcer ouest centre grand affaire .|Negative
déraisonnable nœud moyen transport international national parisien exceptionnel densité pouvoir placer ailleurs prix dépense mesure justification desserve quartier déserté centre affaire .|Negative
développement nécessaire possible corrigera ailleurs second élément risque court centre affaire : éparpillement .|Negative
éparpillement péril : avantage immédiat disposer espace exigu meilleur facilité accès effaceraient rapidement inconvénient dispersion coin périphérie ville .|Negative
polarisation centre secondaire devoir permettre éviter explosion désordonné éparpillement généralisé .|Negative
choix parti urbanisme prendre autorité public combler vide ancien halle poser problème difficile faire important traduire compréhension nouveau question urbanisme déjà acquérir agir savoir utiliser hectare plateau halle étudier décider adviendra rénovation environnement .|Negative
occupation militaire implantation religieux ordre régulier séculier garder cours siècle espace Paris densification abusive habitat .|Negative
"trait spécifique mériter conserver exiger lutter part "" bourrage "" habitat quartier passer XVIe arrondissement guerre ( 1 ) départ Paris faible moyen revenu départ produire inéluctablement 1.500 hectare devoir rénové uniquement critère rentabilité financier purement privé ."|Negative
entreprise dévastatrice physiquement possible pouvoir réaliser fin siècle .|Negative
pouvoir regretter circonstance historique favorisé développement pôle économique puissant nombre suffisant atténuer concentration parisien .|Negative
affranchissement unité production égard contrainte technique localisation rendre sensible avantage concentration urbain grand ville inconvénient ( difficulté extension cherté main-d' œuvre difficulté circulation ...|Negative
ville centre Paris caractériser fort concentration activité tertiaire industrie rejeter périphérie .|Negative
ajouter difficulté expansion entreprise éprouvent partie dense agglomération difficulté circulation pousser rechercher nouveau implantation loin centre agir entreprise posséder établissement choisir sorte relation établissement évitent centre .|Negative
amélioration sensible ; falloir effectif diffusion activité sein région anarchique .|Negative
aménager falloir précisément semer germe futur cristallisation emploi : point hasard initiative isoler sorte centre nouveau pouvoir aisément relier évitant partie encombrée agglomération ; point milieu urbain organisation déjà compromise croissance anarchique aller regroupement spontané tardif zone temps guider peuplement réserver infrastructure accueil centre capable servir commodément population .|Negative
borner ensemble modeste lieu prévoir opération important savoir réaliseront lentement ?|Negative
service industrie exemple continuer entasser Paris immédiat établir 20 kilomètre trouver distance clientèle environnement suffisant .|Negative
- espace nécessaire : région urbain forêt stade théâtre piscine square court tennis équipement loisir caractéristique commune sacrifié manque espace .|Negative
II - avgnanement loisir schéma directeur disposition ensemble créer condition préalable difficile créer aménagement loisir témoigner obstacle heurter matière implantation initiative domaine .|Negative
mobilisation potentiel forestier existant région Paris - constituer véritable service public - poser problème acquisition collectivité public aménagement falloir police ( ) .|Negative
C - petit vallée : résidence secondaire vaste forêt fleuve rivière important charme Île-de-France faire multiple petit vallée creuser sillon plateau entourer Paris : Essonne yvette Yerre écoute-s'il-pleut mauldre Vaucouleurs orge louette chalouette ; tour tour proximité Paris facilité desserte vallée menacer submergé urbanisation anarchique résulter prolifération résidence secondaire habitant agglomération .|Negative
extension périmètre agglomération prévoir schéma directeur devoir permettre périmètre éviter campagne perde aspect naturel faire charme empêcher implantation désordonné résidence secondaire .|Negative
règle autoriser construction habitation individuel lot 2.500 m2 admissible campagne situer loin agglomération devenir inadéquat proximité qualité site entraîner construction grand nombre habitation secondaire .|Negative
égrenant : long chemin généralement beau parcours bord vallon gâchent définitivement paysage rural .|Negative
dispersion anarchique contraire entraînerait rapidement pollution cours eau .|Negative
1 - lieu musée subir mutation changement échelle espace nécessaire équipement : grand agglomération temps devoir contenter îlot rue ; exposition spécialiser bâtiment isoler attirer visiteur convaincre avance touche guère catégorie population recevoir héritage éducation goût culture ( 2 ) .|Negative
vouloir coûter coûter réaliser équipement souhaitable quartier arrondissement commune banlieue conduirait constituer juxtaposition installation insuffisant qualité médiocre implanter hasard possibilité foncière .|Negative
rester distribution financement part faire temps utile grand infrastructure transport extension agglomération axe choisir entravée retarder .|Negative
finalement Paris région urbanisme prévoir long date coûtera improvisation comblement précipiter -coup retard criant .|Negative
Paris dessiner 1965 indigne Paris hier ambition .|Negative
forme préoccupation : architecture contemporain pouvoir traiter ville existant transformer éradiquer substituer .|Negative
méfiais par-dessus faire projet générique proposer clé ouvrir nouveau modèle Corbusier faire .|Negative
devoir évidemment faire évoluer méthode idée espace urbain peine « muséographier » centre-ville désespérer périphérie .|Negative
quartier urbanisme barre époque moderne îlot maladroitement installer urbanisme rue histoire classique .|Negative
matière urbanisme voir partout retour ville classique régressif .|Negative
interroger futur ville .|Negative
espace laisser compte îlot étrange .|Negative
lieu ajouter route existant couvrir campagne proposer « île bâtie » socle parking .|Negative
éviton répétition obsessionnel caractériser souvent périphérie agir loger grand nombre .|Negative
sens résider justement problème ville demain : disparité faire ; marier singularité parfois contradictoire .|Negative
face mutation rapide incontrôlée ville territorial falloir repenser fonction modèle spatial procédure négociation multiple acteur ?|Negative
extrême dégradation site sensible histoire travail terre horticole .|Negative
quartier futur imaginer Richard Rogers convaincre .|Negative
falloir souvent attendre réalisent projet réchauffé an génération cohabité terrain vague .|Negative
projet grand territoire : paris-saclay euralen géographie amplifié saclay dessiner nécessairement forme archipel polarité multiple éloigné fantasme immensité construire .|Negative
préalable parfois réputer temporaire souvent exécuter urgence électoral concevoir sorte détachement .|Negative
étalonner regard évaluer action indispensable éviter écueil heurter aménagement territoire aujourd'hui .|Negative
base grand plan précis périmètre large construisent tranche « installer » vision global improbable .|Negative
siècle construire faire conscience masse bâtissait réaliser espace public échelle urbanisation produire .|Negative
raison fondèrent choix : lenteur difficulté mutation grand infrastructure calendrier étalé libération parcel .|Negative
maître ouvrage : SPLA Lyon confluence paysagiste : Michel desvigne Ana marti-baron Guillaume leuregan fabrizio calosci Albert castejon valeria Pagani Thierry dalcant Antoine meinnel giorgio marafioti Martin basdevant architecte : Herzog & meuron Christine binswanger tomislav dushanov christoph röttinger alexa Nürnberger superficie : 37 processus transformation territoire temps facteur déterminant site mutation pouvoir rapidement transformer chantier permanent .|Negative
fabriquer prototype jardin achever sophistiqué cœur chantier sembler dérisoire dépourvu sens .|Negative
tenter combler système lacunaire gagner densité bâtir conduirait banaliser territoire défigurer .|Negative
compte tenir temps long transformation plateau saclay risque transformer territoire chantier fin possible constituer paysage artificiel évolutif .|Negative
intervention miniaturisé traiter échelle imposer bassin versant concerner gestion eau .|Negative
remembrement successif rendre lisible structure parcellaire origine .|Negative
Force constater nombre espace public vieillir mal .|Negative
agir travailler zone périurbain perdre contact géographie naturel essayer retrouver géographie sens .|Negative
vain vouloir imiter forme nature chercher déguiser autoroute vallée .|Negative
viscéralement opposer démolition mettre tête faire symbole transformer antenne Villa médicis .|Negative
réponse classique « mobilité = infrastructure » fuite coûteux engendrer dégât parfois irréversible tissu urbain qualité vie .|Negative
"donner ampleur espace alternatif augmenter confort renverser "" tradition "" : réaliser enrobé trottoir piéton vélo accommodent pavage frôle contresens résulter écoute attentive besoin mode mobilité ."|Negative
course certification permettre éviter obsolescence accélérer bâtiment mal concevoir .|Negative
cahier charge maximaliste enjeu environnemental chiffré négociable avèrent contre-productif : opérateur faire jouer jeu stade concours permettre construire obtenir dégrader projet chercher faire économie .|Negative
suivre « basique » étayé exigence obtention label évidemment simple mettre œuvre aménageur systématisme appauvrit nécessairement forme urbain .|Negative
rester aménageur prendre conscience consacrer temps financer expertise nécessaire accompagnement intelligent projet indispensable vouloir défaire production générique logement territoire charge .|Negative
introduisant raisonnement absolu référentiel conséquence impacter morphologie bâtir faire impasse forme urbain pouvoir résulter oublier spécificité usage coefficient modulateur prévoir .|Negative
réalité actuel épaississement bâtiment nocif .|Negative
opérateur comprendre augmenter compacité bâtiment puissant levier économique court-termiste avantage exclusif détriment qualité habitabilité long terme .|Negative
manière redevient possible agir territoire diffus sous-outillé point vue projet urbain territorial .|Negative
condition théorique exercice justifier sens faire table rase quartier unique Paris caractère ancien espace maraîcher : architecture acte héroïque Uno estimer urbanisme acte politique .|Negative
2 – restauration écosystème naturel rapport pacifié reconstruire homme nature restaurer cycle écologique naturel jouer territoire pouvoir altéré décision malheureux .|Negative
complexité manque sens contexte infrastructurel installer toiture compensation technique permettre viser positivité énergétique attendre agence concevoir boucle énergétique local mutualisant ensemble programme réduire source appel puissance besoin énergétique .|Negative
faire bâtiment pensé réversible transformation avérer délicat ?|Negative
aimer construire propre main dessiner .|Negative
résultat final brillant confirmer difficulté contemporain construire continuité travers intervention individuel .|Negative
conséquence moment crise constater centre Lisbonne relatif décadence rapport secteur ville long Tejo .|Negative
paraître difficile définir principe construire surface conquérir mer .|Negative
principal préoccupation élaboration étude typologique consister éviter nouveau extension conflit paysage profil ville .|Negative
souffert multiple transformation constituer tracé nouveau développement clandestin périphérie ville .|Negative
agir structure flexible bois accolaient façade pierre privé fonction structurel souvent mal construire .|Negative
chiado risque rendre exclusivement piéton rue baixa .|Negative
aujourd'hui importer intervention petit fragmenter obstine image finale : expliquer difficulté interpénétration partie ville .|Negative
secteur exister plan élaborer fin année 1960 prévoir construction bâtiment quelqu'un ailleurs réaliser menacer profil ville .|Negative
S’ répandu idée diffuser assemblée suggérée extérieur construire uniquement maison patio secteur ville inhumain inacceptable .|Negative
vouloir éviter localisation aléatoire étranger structure quartier .|Negative
effort rénovateur abri tendance simplification omission faire choix exclure expérience dernier année participation habitant considérer simple élément pacification souvent réducteur refuser – prudence calcul – saut créateur qualifier partie intégrant processus projet .|Negative
option actuel planification profond modification structure urbain concentration systématique zone commercial compatible idée « transformation participatif » sollicitée ; option provoquer inconvénient participer dégradation environnant .|Negative
partie significatif centre-ville totalement bouleversée .|Negative
implantation cœur ville grand ensemble commencer sous-sol développer démesurément conséquence autour centre .|Negative
provoquer décadence dégradation Montreuil .|Negative
agir faire diagnostic situation proposer changement arrêter inverser processus dégradation perte caractère centre historique .|Negative
observation faire penser falloir mesure revenir échelle ville pouvoir grand bouleversement .|Negative
nier entendre transformation suscité bouleversement grand tour demeurer faire brutal profil ville .|Negative
caractère échelle chose densité faire souvent originalité périphérie coexistent urbanisation outrancier persistance rural .|Negative
concerner tour penser faille démolir indépendamment faire économique permettre .|Negative
faire partager idée – conservateur fond – faire disparaître transformation antérieur pouvoir qualifier regrettable occasionner inconfort ville .|Negative
[… ] principe idée démolition structure existant souvent réutilisable nier histoire quantité chose aller avec: bois pierre enduit – travailler importer – quantité chose .|Negative
parfois naturel passer trouver détruire raison systématiquement .|Negative
trouver systématique stérile attitude quasi paranoïaque consister vouloir préserver .|Negative
S’ ignorait méthode analytique développement ville énergie animer défaillant participerait désordre dérèglement logique transformation cours persistance .|Negative
﻿PLAN aménagement organisation général RÉGION parisienne 1880 Paris agglomération accru 5 million habitantscroissance exceptionnellement rapide organisation méthode arrivée massif provincial exiger politique conscient volontaire .|Negative
millier logement confort édifié incroyable désordre .|Negative
époque plaindre accroissement continuel augmentation « grand ville » provoquer « nécessité affaire désir apprendre plaisir curiosité » .|Negative
Cinquante an tard déclaration ROI date 18 juillet 1724 constater construire périphérie utiliser possibilité réservaient terre marais terre labourable intérieur limite 1672 estimer « point grandeur ville parvenir saurait souffrir nouveau accroissement exposer ruine » .|Negative
qualité souvent douteuse réaliser hasard spéculation lotissement tardèrent occuper surface égal demi Paris ( 13.000 hectare ) .|Negative
mettre terme développement anarchique inesthétique ruineux collectivité comité supérieur Aménagement organisation général région parisien créer ministère intérieur 1928 .|Negative
aujourd'hui problème aménagement urbain proprement ajouter problème aménagement territoire dominer question économique social équipement prendre place prépondérant importance vouloir participer PARIS région France entier .|Negative
région parisien tâche lourd complexe décret n° 58-1463 31 décembre 1958 prescrire établir : 1.|Negative
résultat atteindre rapidement aménagement organisation général agglomération parisien région poser grand métropole monde problème autant aigu accroissement rapide domaine équipement indispensable pouvoir réaliser rythme augmentation population .|Negative
banlieue opération envergure venir clarifier désordre évident ; habitation usine développéesau hasard hasard rarement heureux constater manque général qualité .|Negative
beau site gâché récent groupe grand immeuble implanter partie disponible effacer triste lotissement moitié siècle .|Negative
densification rendre malaisé installation service public indispensable .|Negative
ville versaille saint-germain saint-denis sceaux grâce passer histoire réalisation marquer cours dernier siècle garder physionomie caractère propre ; privilégier NEUILLY saint-cloud vusinet profitent situation exceptionnel devoir réalisation qualité réserver origine clientèle aisé habitant banlieue connaître logement perdre lotissement distendu entasser immeuble collectif construire ordre plan ensemble ( 1 ) hasard initiative dictée souvent spéculation parsemé établissement industriel souvent gênant insalubre voisinage agréable « poudrett » service .|Negative
industrie activité trouver place convenable développer banlieue .|Negative
grand rapidité extension contrarier réalisation normal équipement créer friction ancien nouveau occupant assimilation produire mal .|Negative
politique accroissement potentiel industriel agglomération parisien politique prélude décentralisation industrie maintien développement justifier région .|Negative
pouvoir songer supprimer activité industriel intense( ailleurs irréalisable ) réduire intéressant souhaitable diversité .|Negative
hypothèse pouvoir paraître séduisant ; moyen liaison routier ferroviaire PARIS exister infrastructure nouveau coûteux nécessaire titre .|Negative
doute résoudre partiellement problème logement ; réalisation apporteraient amélioration situation actuel agglomération ; aggraverait problème centre PARIS ville chance acquérir vie propre population vivrait capitale ; tendance souder agglomération actuel constitueraient véritable prolongement tentaculaire agglomération contrairement politique limitation extension souhaité gouvernement .|Negative
agglomération parisienne problème essentiel réorganiser restructurer banlieue étendre .|Negative
nord-ouest région développement poursuivre anarchique condition vie mériter améliorer .|Negative
occasion amorcer politique décongestion PARIS perdre cours dernier année construction PARIS grand édifice public ?|Negative
zone rural devoir demeurer autant faire pouvoir caractère actuel vouloir devoir étioler vider habitant retrouver simplement activité fin semaine .|Negative
développement modeste pouvoir envisager ville CHANTILLY fontainebleau rambouillet senli pouvoir constituer couronne ville résidentiel tourisme voire universitaire autour PARIS ; agglomération corbeil - essonné LAGNY pontoise - saint-ouen -L’ aumone <SOS>de mureaur - meulan poissy situer agglomération parisien devoir conserver équilibre caractère actuel défendue prolongement tentaculaire banlieue parisien .|Negative
toutefois raison difficulté pratique présenter conjoncture actuel opération nature délai nécessaire ; devoir dépasser dizaine année .|Negative
disposition prise but notamment modification pouvoir apporter texte actuel propriété commercial nature rendre possible îlot rénover opération meilleur volonté reculent hésiter souvent raison difficulté considérable présenter .|Negative
travail exécuter ( passage souterrain équipement élargissement chaussé berge Seine etc. ) ; insuffisant .|Negative
enfin faire face besoin croissant stationnement trottoir grand avenu PARIS progressivement transformé parking détriment circulation piéton .|Negative
développement place point vue aménagement général région parisien inopportun .|Negative
engager dépense investissement important intensifier grand proportion trafic actuel bourget déjà gênant population voisin empêcher développement urbain secteur point vue aménagement région parisien erreur autant grave exposé page 35 présent rapport aéroport Paris étudier localisation éventuel aérodrome nord Paris destiner remplacer ultérieurement aéroport bourget situer agglomération parisien éloigner ( 25 km Notre-Dame ) .|Negative
( 1 ) but essentiel périmètre éviter développement tentaculaire désordonné agglomération notamment agglomération parisien .|Negative
réflexion expérience domaine aménagement région parisien prolongement naturel constituer équipement aboutir conclusion autorité régional unique devoir responsable règlement grand problème aménagement équipement bénéficier large délégation pouvoir administration centrale temps pouvoir agir domaine aménagement équipement nom organe coordination collectivité local .|Negative
adaptation rythme croissance rapide connaître agglomération parisien réalisait rapidement risque grand voir substituer superposer administration collectivité organisme technique public parapublic créer pression nécessité système administratif traditionnel faire face problème aménagement équipement venir aujourd'hui titre plan préoccupation administrateur élu solution lesquel administrateur élu devoir pouvoir continuer jouer rôle exercer intervention .|Negative
nécessaire réorganiser restructurer banlieue évitant extension inutile apporter élément vie actif faire défaut : industrie commerce affaire vie culturel loisir activité création dégagée centre lier vie agglomération interdire transférer région éloigné .|Negative
éviter extension périphérique facile incohérent agglomération limite tracer autour zone urbain central .|Negative
"méthode intervention partielle ajustement quotidien dilution crédit multitude opération urgence pouvoir suivre : source gaspillage impuissant éviter perc type= "" axiol "" pol="" neg "" n=3>la dégradation structure capitale enserrée problème inextricable détérioration condition existence population ."|Negative
politique viser encourager décentralisation entreprise industriel secteur tertiaire maintien développement justifier région parisien .|Negative
développement industrie secondaire poursuivre fin XIXe siècle anarchique implantation établissement habitation .|Negative
concentration humain aggraver centralisation affaire centre culturel administration cœur PARIS superposent activité industriel installer souvent mauvais condition créer fréquemment localisation gêne habitat .|Negative
répartition défectueuse lieu travail origine long coûteux migration journalier population temps donner naissance « commune-dortoir » gestion créer souci responsabilité .|Negative
agir sortir série idée recevoir étalement urbain sud Italie doter nouveau outil conceptuel repenser urbanisme projet devenir implicite urbanisme moderne dépasser complètement intégrer bureaucratie ville notamment pratique zoning règle discuter simplement imposer .|Negative
degré appréciation propre lieu vie rester faible perspective amélioration élevé .|Negative
infrastructure changement climatique cycle vie route ferré port aéroport digue réseau hydraulique réseau électrique réseau communication égout système irrigation drainage subiront grand fatigue engendrée variabilité accroître climat .|Negative
raccourcir cycle vie ouvrage subir déformation excessif donner dimension généreux supportent grand variation condition climatique rapport passer : résultat paradoxal prise compte temps long changement climatique intérêt procéder ajustement successif provisoire stable temps nécessité envisager robustesse réversibilité infrastructure structure spatial efficacité .|Negative
toutefois prendre considération tendance développement forme habitat bas densité conséquence utilisation terre fertile plaine risque hydraulique désastreuse parler interruption continuité écologique transversal Durance .|Negative
étonner enfermement physique juridique social conceptuel laisser installer cité .|Negative
recul pouvoir considérer quartier acte ville mur dégénérescence ville-centre .|Negative
obsolescence rapide grand ensemble devoir inciter modestie tentation permanence cadre physique répondre situation socio-économique stabilisé .|Negative
exprimer vertu limite urbanisme valorisation capable générer ensuite développement contradictoire éloignant parfois culture vouloir porter .|Negative
falloir reconnaître élu point rencontre lieu échange population offrir temps long laborieux projet urbain .|Negative
parc départemental sausset « décider terre riche travailler longtemps bousculée .|Negative
prêt pousser arbre paysage calme puissant déterminer introduire tumulte déranger sol .|Negative
temps travail critique incroyable aveuglement constructeur plaqué territoire délicat plan masse absurde forme contourné préconçu .|Negative
Saint-Denis couverture autoroute A1 « centre plaine Saint-Denis ancien route royal « avenue Paris » puis avenue « président Wilson » éventrée 1960 passage trancher autoroute A1 .|Negative
plaine couper dévastée bruit pollution .|Negative
substrat Échelle: 5 hectare 3 hectare dalle long 1350 mètre large 38 mètre calendrier: 1997-1998 Isle abeau plan paysage « temps travail critique face incroyable aveuglement constructeur plaqué plan masse absurde territoire délicat .|Negative
faire jamais complice acharnement vouloir tenir construire recomposer .|Negative
intégrer infrastructure projet paysage : canopée-horizon Nanterre 1992 ville Nanterre estimer victime implantation grand infrastructure transport francilien fragmentent territoire alarmé perspective passage futur A14 confier mission prospection territoire : Jean Nouvel imaginera « gainer » infrastructure actuel futur architecture ; agence TER frais lauréat trophée national paysage décerner parc acacias ville .|Negative
maîtrise ouvrage privé autoriser délégation agir espace public vite montrer limite révéler incapable financer réalisation place continuer utiliser perspective concours mieux commercialiser logement bureau construction .|Negative
canopée vert pergola élément ombre place IBA hambourg 2013 ÎLE elbe hambourg allemagne « Park system » relier rive portuaire nord Elbe rive sud naturel recherche nouveau imaginaire urbain intégrer périphérie ville Hambourg décider étendre sud schéma directeur intituler « saut au-delà Elbe » ( sprung über der Elbe ) investir île Wilhelmsburg espace déshérité problème économique social majeur .|Negative
ré-inventer vie urbain diversification biodiversité échelle quartier asnière histoire plaine alluvial fertile bord Seine endommager pollution sol .|Negative
élu suffrage universel échelle territorial aménagement stratégique panne .|Negative
urbanisme falloir heurter difficulté prévoir falloir choisir préparer avenir représenter futur vision société futur ville .|Negative
souhaiter vivement concepteur intéresser question opération dense tendance rejeter offrir mieux solution substitution ( habitat individuel dense superposé intermédiaire etc. ) introduisent densité tenter intégrer réponse demander social ( calme espace privé etc. ) .|Negative
agir éviter vrai mitage fabriquant lotissement écologique équipement service nouveau pile combustible collectif maison énergie positif autosuffisant énergie .|Negative
arriver construire 140 000 150 000 logement nécessaire coup remplissage dent creux renouvellement urbain .|Negative
falloir faire face écologiquement possible c'est-à-dire construire lotissement durable éparpillant autour commune passer souvent .|Negative
falloir lutter mitage espace .|Negative
gros difficulté opération intérêt national mener cadre habilité définir stratégie région département territoire installer .|Negative
