fichier|dynamique_brut|dynamique_text|dynamique_type
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>a produit <lieu type=""obj"" n=1><res n=1>son propre paysage</res></lieu></dyn>"|a produit son propre paysage|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=1>réinventer <lieu type=""obj"" n=1>cet espace</lieu></dyn>"|réinventer cet espace|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>Réemploi des <lieu type=""obj"" n=1>gravières</lieu></dyn>"|Réemploi des gravières|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>renaturalisation des <lieu type=""obj"" n=2>canaux de section variable</lieu></dyn>"|renaturalisation des canaux de section variable|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=3>construction d’<lieu type=""obj"" n=3><res n=3>un nouvel espace habitable</res></lieu></dyn>"|construction d’un nouvel espace habitable|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>reforestation</dyn>"|reforestation|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>projet pilote de transformation de <lieu type=""obj"" n=1>la gravière Merotto</lieu></dyn>"|projet pilote de transformation de la gravière Merotto|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>Requalification du <lieu type=""obj"" n=1>quartier des Ardoines</lieu></dyn>"|Requalification du quartier des Ardoines|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=2>aménagement du <lieu type=""obj"" n=2>passe à poisson</lieu></dyn>"|aménagement du passe à poisson|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>création d’<lieu type=""obj"" n=1><res n=1>une digue</res></lieu></dyn>"|création d’une digue|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>création d’<lieu type=""obj"" n=1><res n=1>une digue végétalisée</res></lieu></dyn>"|création d’une digue végétalisée|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>urbanisation acceptée collectivement</dyn>"|urbanisation acceptée collectivement|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=1><perc type=""autre"" n=1>doit être protégé collectivement</perc></dyn>"|doit être protégé collectivement|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2><perc type=""autre"" n=2>doit</perc> être redonné à la crue</dyn>"|doit être redonné à la crue|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=1>retrouve sa place de colonne vertébrale</dyn>"|retrouve sa place de colonne vertébrale|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>connecter transversalement <lieu type=""loc"" n=3>avec les différents tissus</lieu></dyn>"|connecter transversalement avec les différents tissus|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"">redonner <lieu type=""obj"">de l’espace</lieu>, <lieu type=""obj"">de vastes surfaces</lieu></dyn>"|redonner de l’espace, de vastes surfaces|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>une extension de <lieu type=""obj"" n=1>l’espace urbain</lieu></dyn>"|une extension de l’espace urbain|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=4>un nouvel <res n=4>espace public</res></dyn>"|un nouvel espace public|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>concevoir <lieu type=""obj"" n=1>la ville</lieu></dyn>"|concevoir la ville|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"">la modification de <lieu type=""obj"">la ville</lieu></dyn>"|la modification de la ville|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>dessiner <lieu type=""obj"" n=2><res n=2>un parcours</res></lieu></dyn>"|dessiner un parcours|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>nouveau <lieu type=""obj"" n=1><res n=1>cimetière</res></lieu></dyn>"|nouveau cimetière|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""dur"" n=2><lieu type=""obj"" n=2>une ville</lieu> en transformation</dyn>"|une ville en transformation|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>une nouvelle <lieu type=""obj"" n=1><res n=1>forme de ville</res></lieu></dyn>"|une nouvelle forme de ville|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>produisent, <perc type=""autre"" n=3>peut-être</perc>, <lieu type=""obj"" n=3><res n=3>de nouvelles configurations spatiales</res></lieu>, <lieu type=""obj"" n=3><res n=3>de nouveaux habitats</res></lieu></dyn>"|produisent, peut-être, de nouvelles configurations spatiales, de nouveaux habitats|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">l’aménagement de <lieu type=""obj"">parcs</lieu></dyn>"|l’aménagement de parcs|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>la construction de <lieu type=""obj"" n=1>la ville contemporaine</lieu></dyn>"|la construction de la ville contemporaine|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>un nouvel <lieu type=""obj"" n=2><res n=2>habitat</res></lieu></dyn>"|un nouvel habitat|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>l’expérience réalisée</dyn>"|l’expérience réalisée|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"">guider une transformation <perc type=""axiol"" pol=""pos"">positive</perc></dyn>"|guider une transformation positive|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">la création d’<lieu type=""obj""><res>espaces</res></lieu></dyn>"|la création d’espaces|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>L’action modificatrice de l’eau</dyn>"|L’action modificatrice de l’eau|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>tout aménagement l’impliquant</dyn>"|tout aménagement l’impliquant|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"">rétablissent la dimension mythique de <lieu type=""obj"">la ville</lieu></dyn>"|rétablissent la dimension mythique de la ville|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""progr"">l’imperméabilisation croissante des <lieu type=""obj"">sols</lieu></dyn>"|l’imperméabilisation croissante des sols|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>localisation des <lieu type=""obj"" n=1>activités économiques</lieu></dyn>"|localisation des activités économiques|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"" n=2>artificialisation des <lieu type=""obj"" n=2>berges</lieu></dyn>"|artificialisation des berges|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=3>agrandissements des <lieu type=""obj"" n=3>ports</lieu></dyn>"|agrandissements des ports|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"">la reconstruction de l’image territoriale</dyn>"|la reconstruction de l’image territoriale|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"">redessine la relation de <lieu type=""obj"">la ville</lieu> avec <lieu type=""obj"">l’eau</lieu></dyn>"|redessine la relation de la ville avec l’eau|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>l’aménagement</dyn>"|l’aménagement|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=2>préserver <lieu type=""obj"" n=2>le centre-ville</lieu></dyn>"|préserver le centre-ville|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=3>en augmentant <lieu type=""obj"" n=3>les digues actuelles</lieu> (1,20 m) d’environ un mètre</dyn>"|en augmentant les digues actuelles (1,20 m) d’environ un mètre|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=4>la régénération de <lieu type=""obj"" n=4>grands espaces portuaires en friche</lieu></dyn>"|la régénération de grands espaces portuaires en friche|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=6>réaménagement de <lieu type=""obj"" n=6>la zone d’expansion du fleuve</lieu>, <tps axe_temp=""pres"" type=""dur"" n=6>actuellement en cours</tps></dyn>"|réaménagement de la zone d’expansion du fleuve, actuellement en cours|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>dessine <lieu type=""obj"" n=1><res n=1>la ville</res></lieu></dyn>"|dessine la ville|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"">chaque modification</dyn>"|chaque modification|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""dur"" n=1>en transformation continue</dyn>"|en transformation continue|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"">sa restructuration et de son renforcement</dyn>"|sa restructuration et de son renforcement|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">densifier <lieu type=""obj"">la ville linéaire de la vallée</lieu></dyn>"|densifier la ville linéaire de la vallée|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=2>resteraient en marge du développement</dyn>"|resteraient en marge du développement|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=3>seraient, de fait, protégées</dyn>"|seraient, de fait, protégées|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">destinés à accueillir <lieu type=""obj"">tout le reste</lieu> : <lieu type=""obj"">centres commerciaux</lieu>, <lieu type=""obj"">lotissements de « Parisiens » qui fuient le Nord et la grande métropole</lieu>, <lieu type=""obj"">plaques industrielles</lieu></dyn>"|destinés à accueillir tout le reste : centres commerciaux, lotissements de « Parisiens » qui fuient le Nord et la grande métropole, plaques industrielles|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>en réutilisant <lieu type=""obj"" n=2>les lieux déjà habités dans le passé</lieu></dyn>"|en réutilisant les lieux déjà habités dans le passé|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>la restructuration</dyn>"|la restructuration|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=3>l’adaptation</dyn>"|l’adaptation|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"">remettre en culture <lieu type=""obj"">des zones abandonnées</lieu></dyn>"|remettre en culture des zones abandonnées|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>les travaux d’aménagement de <lieu type=""obj"" n=1>la Durance</lieu></dyn>"|les travaux d’aménagement de la Durance|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=2>la construction du <lieu type=""obj"" n=2><res n=2>bassin de Serre-Ponçon</res></lieu></dyn>"|la construction du bassin de Serre-Ponçon|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""destr"" n=1><lieu type=""obj"" n=1>un réseau</lieu>, sinon disparu</dyn>"|un réseau, sinon disparu|dest
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la formation d’<lieu type=""obj"" n=1><res n=1>un espace public territorial</res></lieu></dyn>"|la formation d’un espace public territorial|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>connecter <lieu type=""obj"" n=2>centres urbains</lieu>, <lieu type=""obj"" n=2>villages</lieu>, <lieu type=""obj"" n=2>noyaux traditionnels et contemporains</lieu></dyn>"|connecter centres urbains, villages, noyaux traditionnels et contemporains|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=4>en réinvestissant <lieu type=""obj"" n=4>les versants</lieu> et <lieu type=""obj"" n=4>les espaces de transition</lieu></dyn>"|en réinvestissant les versants et les espaces de transition|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">la réalisation de <lieu type=""obj""><res>l’Appalachian Trail</res></lieu></dyn>"|la réalisation de l’Appalachian Trail|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""maint"" n=1>en conservant au moins en partie <lieu type=""obj"" n=1>le réseau gravitaire d’irrigation</lieu></dyn>"|en conservant au moins en partie le réseau gravitaire d’irrigation|main
2013-Vigano_CE_Oct23.txt|"<dyn nature=""maint"" n=2>ne pas perdre <lieu type=""obj"" n=2>la végétation qui y est associée</lieu></dyn>"|ne pas perdre la végétation qui y est associée|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=3>la restructuration des <lieu type=""obj"" n=3>zones industrielles</lieu></dyn>"|la restructuration des zones industrielles|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>dessine <lieu type=""obj"" n=2>le territoire</lieu></dyn>"|dessine le territoire|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=3>la construction d’<lieu type=""obj"" n=3><res n=3>un espace public territorial</res></lieu></dyn>"|la construction d’un espace public territorial|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">a été de relier <lieu type=""obj"">des espaces séparés, ségrégués</lieu></dyn>"|a été de relier des espaces séparés, ségrégués|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>Le projet mené par <act type=""pers_coll"" n=1>Studio avec Kromwijk</act> pour <lieu type=""obj"" n=1>ce nouveau parc</lieu></dyn>"|Le projet mené par Studio avec Kromwijk pour ce nouveau parc|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"" n=2>ne pas fragmenter <lieu type=""obj"" n=2>le long espace central</lieu></dyn>"|ne pas fragmenter le long espace central|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea""><perc type=""axiol"">L’intense</perc> développement de <lieu type=""obj"">la «tête» ouest du site</lieu> (<lieu type=""obj"">une zone de 6 ha réservée à un usage mixte, commercial et résidentiel</lieu>)</dyn>"|L’intense développement de la «tête» ouest du site (une zone de 6 ha réservée à un usage mixte, commercial et résidentiel)|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""maint""><perc type=""autre"">fallait</perc> conserver sans l’augmenter</dyn>"|fallait conserver sans l’augmenter|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><perc type=""autre"">ne doit pas être nécessairement</perc> rempli et bâti</dyn>"|ne doit pas être nécessairement rempli et bâti|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"" n=1>devient <res n=1>une zone d’infiltration des eaux pluviales</res></dyn>"|devient une zone d’infiltration des eaux pluviales|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"">devient <res>un espace multifonctionnel</res></dyn>"|devient un espace multifonctionnel|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>est réutilisé</dyn>"|est réutilisé|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""maint"" n=2>sont conservés</dyn>"|sont conservés|main
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=3>sont réorganisés</dyn>"|sont réorganisés|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">est revêtue d’une couverture soutenue par de très fines colonnes en acier</dyn>"|est revêtue d’une couverture soutenue par de très fines colonnes en acier|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"">est alors rendu <perc type=""axiol"" pol=""pos"">confortable</perc></dyn>"|est alors rendu confortable|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><perc type=""autre"" n=1>pourra-t-il</perc> innover <lieu type=""obj"" n=1>les formes d’habitat</lieu>, d’économie, de biodiversité, de production d’énergie renouvelable</dyn>"|pourra-t-il innover les formes d’habitat, d’économie, de biodiversité, de production d’énergie renouvelable|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>requalifier <lieu type=""obj"" n=2>les différentes formes d’habitat caractérisant la vallée</lieu> et <lieu type=""obj"" n=2>les nouvelles formes attendant d’être intégrées dans un processus de stratification</lieu></dyn>"|requalifier les différentes formes d’habitat caractérisant la vallée et les nouvelles formes attendant d’être intégrées dans un processus de stratification|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=3><perc type=""autre"" n=3>pouvant</perc> être repensés</dyn>"|pouvant être repensés|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=4>la restructuration des <lieu type=""obj"" n=4>aires autour des gares</lieu></dyn>"|la restructuration des aires autour des gares|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=6>introduire des nouveaux dispositifs pour sa rétention</dyn>"|introduire des nouveaux dispositifs pour sa rétention|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"">les transformations et structurer <lieu type=""obj"">l’espace de la vallée</lieu></dyn>"|les transformations et structurer l’espace de la vallée|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"">les dispositifs de rehaussement et de requalification des <lieu type=""obj"">quais</lieu></dyn>"|les dispositifs de rehaussement et de requalification des quais|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"">fasse passer la hauteur des <lieu type=""obj"">quais</lieu> de 7,25 m au-dessus du niveau de la mer à 9,25 m</dyn>"|fasse passer la hauteur des quais de 7,25 m au-dessus du niveau de la mer à 9,25 m|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"">la transformation des <lieu type=""obj"">quais</lieu> et <lieu type=""obj"">la façade fluviale de la ville</lieu></dyn>"|la transformation des quais et la façade fluviale de la ville|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>la qualification de <lieu type=""obj"" n=1>ces berges</lieu></dyn>"|la qualification de ces berges|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif""><perc type=""autre"">doivent</perc> devenir <res>un lieu significatif de sociabilité</res></dyn>"|doivent devenir un lieu significatif de sociabilité|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint""><perc type=""autre"">permettent</perc> de conserver <lieu type=""obj"">des parties de quais en pavé</lieu></dyn>"|permettent de conserver des parties de quais en pavé|main
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">sa conception et réalisation</dyn>"|sa conception et réalisation|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=1><perc type=""autre"" n=1>peut</perc> être recyclée</dyn>"|peut être recyclée|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"" n=2>les métamorphoses</dyn>"|les métamorphoses|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>ne suit pas un parcours biologique non modifiable</dyn>"|ne suit pas un parcours biologique non modifiable|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>a la capacité de se régénérer de l’intérieur</dyn>"|a la capacité de se régénérer de l’intérieur|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=3>en se réinterprétant elle-même</dyn>"|en se réinterprétant elle-même|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""destr"" n=2>des processus d’autodestruction de la diversité fonctionnelle</dyn>"|des processus d’autodestruction de la diversité fonctionnelle|dest
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>Recycler</dyn>"|Recycler|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2><perc type=""autre"" n=2>ne veut donc pas simplement</perc> dire réutiliser</dyn>"|ne veut donc pas simplement dire réutiliser|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>recyclage</dyn>"|recyclage|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"">Les vastes programmes de renouvellement urbain</dyn>"|Les vastes programmes de renouvellement urbain|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"",""destr"" n=2>en se faisant et se défaisant</dyn>"|en se faisant et se défaisant|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=3>sont des « ressources renouvelables »</dyn>"|sont des « ressources renouvelables »|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""maint"" n=1><lieu type=""obj"" n=1>Ce qui</lieu> reste</dyn>"|Ce qui reste|main
2013-Vigano_CE_Oct23.txt|"<dyn nature=""abs"" n=2>les délaissés</dyn>"|les délaissés|ab
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">produit <lieu type=""obj""><res>son propre espace</res></lieu></dyn>"|produit son propre espace|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"">Recycler</dyn>"|Recycler|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">construction territoriale</dyn>"|construction territoriale|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"">la production de <lieu type=""obj"">l’espace</lieu></dyn>"|la production de l’espace|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"">la modernisation de <lieu type=""obj"">l’espace urbain</lieu></dyn>"|la modernisation de l’espace urbain|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>recycler</dyn>"|recycler|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>restaurer</dyn>"|restaurer|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=3>restructurer</dyn>"|restructurer|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""abs"">une forte inertie de <lieu type=""obj"">l’espace</lieu></dyn>"|une forte inertie de l’espace|ab
2013-Vigano_CE_Oct23.txt|"<dyn nature=""destr"" n=1>la tabula rasa</dyn>"|la tabula rasa|dest
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=1>des ressources recyclables</dyn>"|des ressources recyclables|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter""><lieu type=""obj"">la ville</lieu> comme ressource renouvelable</dyn>"|la ville comme ressource renouvelable|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>est construit d’<lieu type=""obj"" n=1>abris</lieu>, de <lieu type=""obj"" n=1>remblais</lieu> et de <lieu type=""obj"" n=1>bassins de protection</lieu></dyn>"|est construit d’abris, de remblais et de bassins de protection|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2><lieu type=""obj"" n=2>la forêt</lieu> plantée</dyn>"|la forêt plantée|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""modif"">a été transformé</dyn>"|a été transformé|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"" n=1><perc type=""axiol"" pol=""pos"" n=1>son amélioration</perc></dyn>"|son amélioration|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=2>des installations ponctuelles</dyn>"|des installations ponctuelles|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""modif"" n=3>l’agrandissement des <lieu type=""obj"" n=3>abris</lieu></dyn>"|l’agrandissement des abris|modi
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=4>la restauration du <lieu type=""obj"" n=4>théâtre</lieu></dyn>"|la restauration du théâtre|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=5>la construction d’<lieu type=""obj"" n=5><res n=5>une auberge</res></lieu>, d’<lieu type=""obj"" n=5>un lieu polyvalent</lieu></dyn>"|la construction d’une auberge, d’un lieu polyvalent|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=6>des aménagements inhérents à l’environnement naturel</dyn>"|des aménagements inhérents à l’environnement naturel|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"">en cours de réalisation</dyn>"|en cours de réalisation|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">Le projet de <lieu type=""obj"">l’auberge de jeunesse</lieu></dyn>"|Le projet de l’auberge de jeunesse|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=3><perc type=""autre"" n=3>peuvent</perc> devenir <res n=3>des jardins protégés</res></dyn>"|peuvent devenir des jardins protégés|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=2>les transformations <tps axe_temp=""fut"" n=2>futures</tps> du <lieu type=""obj"" n=2>domaine</lieu></dyn>"|les transformations futures du domaine|modi
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">la construction d’<lieu type=""obj""><res>environ 5000 logements</res></lieu>, <lieu type=""obj""><res>100000 m2 de tertiaire</res></lieu> et <lieu type=""obj""><res>tous les équipements nécessaires</res></lieu></dyn>"|la construction d’environ 5000 logements, 100000 m2 de tertiaire et tous les équipements nécessaires|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>dessiner <lieu type=""obj"" n=1>toute une nouvelle partie de ville</lieu></dyn>"|dessiner toute une nouvelle partie de ville|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""abs"" n=2><lieu type=""obj"" n=2>un lieu</lieu> désaffecté</dyn>"|un lieu désaffecté|ab
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><perc type=""autre"">ne peut</perc> se réaliser <tps>dans des délais très courts</tps></dyn>"|ne peut se réaliser dans des délais très courts|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""crea"" n=1>La construction d’<lieu type=""obj"" n=1><res n=1>une nouvelle nature</res></lieu></dyn>"|La construction d’une nouvelle nature|cre
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>en recyclant <lieu type=""obj"" n=2>les sols stériles du site</lieu></dyn>"|en recyclant les sols stériles du site|rep
2013-Vigano_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=3>renouveler l’image de <lieu type=""obj"" n=3>l’espace des Zac</lieu></dyn>"|renouveler l’image de l’espace des Zac|rep
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">Imaginer <lieu type=""obj"">la ville</lieu></dyn>"|Imaginer la ville|cre
2013-Vigano_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter""><perc type=""autre"">peut</perc> devenir une ressource renouvelable</dyn>"|peut devenir une ressource renouvelable|rep
2005-Reichen_CE_Oct23.txt|"<dyn nature=""modif"" n=4>leur mutation</dyn>"|leur mutation|modi
